Arestas na MST:
858 - 857: 4
726 - 725: 4
400 - 572: 4
446 - 675: 4
879 - 128: 4
243 - 274: 4
265 - 273: 4
848 - 488: 4
205 - 468: 4
398 - 397: 4
864 - 352: 4
68 - 182: 4
249 - 892: 4
85 - 269: 4
697 - 535: 4
267 - 268: 4
688 - 687: 4
671 - 594: 4
430 - 201: 4
761 - 268: 4
387 - 92: 4
161 - 659: 4
235 - 234: 4
335 - 614: 4
365 - 337: 4
280 - 994: 4
709 - 975: 4
362 - 538: 5
420 - 421: 5
10 - 484: 5
946 - 945: 5
9 - 178: 5
734 - 174: 5
296 - 569: 5
885 - 525: 5
899 - 827: 5
578 - 672: 5
389 - 161: 5
656 - 691: 5
849 - 978: 5
687 - 301: 5
823 - 924: 5
430 - 980: 5
260 - 473: 5
5 - 314: 5
208 - 207: 5
357 - 358: 5
401 - 321: 5
373 - 59: 5
546 - 839: 5
514 - 946: 5
984 - 474: 5
495 - 159: 5
947 - 516: 5
374 - 710: 5
791 - 735: 5
934 - 50: 5
163 - 162: 5
654 - 625: 5
245 - 660: 5
358 - 928: 5
335 - 744: 5
974 - 975: 5
838 - 174: 5
51 - 927: 5
496 - 177: 5
77 - 933: 5
62 - 181: 5
937 - 391: 5
27 - 26: 5
530 - 531: 5
532 - 533: 5
816 - 576: 6
339 - 340: 6
691 - 234: 6
591 - 601: 6
261 - 262: 6
645 - 197: 6
955 - 457: 6
255 - 256: 6
458 - 227: 6
270 - 271: 6
717 - 718: 6
587 - 772: 6
805 - 75: 6
444 - 443: 6
552 - 985: 6
727 - 378: 6
39 - 38: 6
456 - 881: 6
790 - 472: 6
793 - 90: 6
478 - 479: 6
759 - 758: 6
943 - 860: 6
789 - 788: 6
629 - 630: 6
64 - 63: 6
609 - 608: 6
83 - 520: 6
386 - 387: 6
499 - 961: 6
552 - 551: 6
119 - 579: 6
231 - 437: 6
200 - 201: 6
749 - 473: 6
875 - 874: 6
606 - 976: 6
55 - 989: 6
622 - 390: 6
772 - 895: 6
827 - 942: 6
518 - 612: 6
101 - 102: 7
279 - 423: 7
98 - 97: 7
346 - 956: 7
299 - 28: 7
848 - 26: 7
74 - 901: 7
828 - 584: 7
241 - 864: 7
347 - 622: 7
836 - 617: 7
526 - 652: 7
836 - 837: 7
154 - 590: 7
512 - 929: 7
829 - 291: 7
376 - 414: 7
615 - 616: 7
377 - 466: 7
632 - 633: 7
143 - 142: 7
638 - 639: 7
990 - 268: 7
663 - 664: 7
982 - 15: 7
142 - 979: 7
22 - 759: 7
394 - 42: 7
260 - 626: 7
988 - 761: 7
752 - 847: 7
617 - 70: 7
969 - 350: 7
260 - 259: 7
424 - 899: 7
252 - 253: 7
303 - 526: 7
451 - 622: 8
838 - 747: 8
287 - 923: 8
802 - 941: 8
322 - 180: 8
875 - 704: 8
353 - 436: 8
212 - 327: 8
386 - 414: 8
904 - 905: 8
883 - 18: 8
693 - 401: 8
267 - 516: 8
341 - 664: 8
727 - 728: 8
272 - 956: 8
362 - 363: 8
215 - 476: 8
179 - 331: 8
183 - 531: 8
716 - 408: 8
19 - 906: 8
50 - 643: 8
78 - 780: 8
984 - 529: 8
167 - 112: 8
434 - 28: 8
365 - 409: 8
912 - 991: 8
743 - 744: 8
215 - 412: 8
285 - 187: 8
167 - 166: 8
691 - 692: 8
854 - 971: 9
346 - 141: 9
406 - 95: 9
920 - 878: 9
592 - 34: 9
893 - 430: 9
386 - 875: 9
601 - 977: 9
131 - 843: 9
60 - 893: 9
909 - 908: 9
173 - 172: 9
686 - 195: 9
185 - 186: 9
940 - 504: 9
61 - 231: 9
563 - 577: 9
456 - 797: 9
183 - 182: 9
281 - 282: 9
195 - 595: 9
4 - 804: 9
35 - 742: 9
504 - 552: 9
312 - 885: 9
724 - 192: 9
967 - 547: 9
46 - 697: 9
780 - 779: 9
415 - 416: 9
831 - 312: 10
581 - 340: 10
927 - 971: 10
286 - 515: 10
177 - 80: 10
92 - 91: 10
855 - 515: 10
747 - 34: 10
406 - 405: 10
845 - 912: 10
290 - 302: 10
561 - 677: 10
913 - 600: 10
129 - 314: 10
601 - 602: 10
840 - 359: 10
679 - 763: 10
437 - 423: 10
768 - 767: 10
157 - 158: 10
419 - 420: 10
993 - 486: 10
692 - 592: 10
541 - 542: 10
10 - 987: 10
855 - 426: 10
390 - 331: 10
665 - 666: 10
747 - 748: 10
817 - 818: 10
836 - 897: 10
625 - 246: 10
204 - 877: 10
287 - 336: 10
712 - 711: 10
72 - 71: 10
774 - 838: 10
275 - 276: 10
883 - 850: 10
540 - 541: 10
997 - 998: 10
234 - 667: 11
356 - 237: 11
620 - 265: 11
384 - 977: 11
359 - 361: 11
595 - 295: 11
53 - 296: 11
25 - 327: 11
391 - 156: 11
817 - 378: 11
687 - 304: 11
489 - 435: 11
18 - 19: 11
534 - 282: 11
587 - 586: 11
495 - 974: 11
506 - 491: 11
312 - 81: 11
888 - 324: 11
575 - 144: 11
901 - 902: 11
133 - 244: 11
904 - 903: 11
60 - 45: 11
261 - 178: 11
464 - 729: 11
804 - 751: 11
823 - 350: 11
791 - 20: 11
208 - 437: 11
224 - 184: 11
339 - 908: 11
853 - 560: 11
882 - 881: 11
795 - 333: 11
641 - 642: 11
975 - 983: 11
136 - 135: 11
861 - 569: 12
518 - 531: 12
12 - 667: 12
170 - 169: 12
818 - 390: 12
842 - 841: 12
379 - 23: 12
957 - 85: 12
958 - 844: 12
812 - 520: 12
480 - 586: 12
387 - 388: 12
486 - 562: 12
147 - 306: 12
649 - 648: 12
49 - 531: 12
81 - 684: 12
347 - 348: 12
404 - 603: 12
831 - 660: 12
659 - 658: 12
644 - 643: 12
308 - 606: 12
928 - 927: 12
689 - 690: 12
721 - 778: 12
11 - 12: 12
101 - 185: 12
144 - 905: 12
228 - 491: 12
829 - 832: 12
685 - 684: 12
769 - 684: 12
698 - 915: 12
749 - 549: 12
179 - 180: 12
540 - 539: 13
77 - 791: 13
148 - 454: 13
752 - 190: 13
273 - 274: 13
846 - 20: 13
340 - 779: 13
279 - 373: 13
919 - 918: 13
494 - 495: 13
141 - 146: 13
845 - 846: 13
180 - 384: 13
233 - 622: 13
957 - 956: 13
239 - 422: 13
178 - 34: 13
788 - 539: 13
510 - 564: 13
621 - 934: 13
34 - 526: 13
201 - 355: 13
57 - 329: 13
871 - 909: 13
480 - 986: 13
417 - 585: 13
915 - 137: 13
163 - 713: 13
835 - 836: 13
812 - 811: 13
10 - 479: 13
131 - 132: 13
761 - 929: 13
431 - 131: 13
257 - 258: 13
194 - 195: 13
144 - 879: 13
691 - 538: 14
478 - 477: 14
590 - 321: 14
991 - 465: 14
854 - 470: 14
67 - 728: 14
486 - 6: 14
849 - 391: 14
729 - 615: 14
471 - 654: 14
802 - 96: 14
381 - 824: 14
13 - 268: 14
931 - 932: 14
756 - 505: 14
850 - 851: 14
187 - 394: 14
784 - 783: 14
335 - 271: 14
990 - 870: 14
96 - 97: 14
377 - 492: 14
912 - 911: 14
383 - 574: 14
92 - 93: 14
979 - 239: 14
371 - 370: 14
551 - 239: 14
321 - 909: 14
268 - 408: 15
65 - 57: 15
699 - 245: 15
419 - 848: 15
962 - 744: 15
711 - 183: 15
794 - 219: 15
245 - 246: 15
880 - 430: 15
439 - 503: 15
488 - 124: 15
806 - 896: 15
563 - 765: 15
558 - 557: 15
553 - 552: 15
285 - 136: 15
983 - 955: 15
241 - 131: 15
25 - 752: 15
431 - 68: 15
417 - 788: 15
959 - 734: 15
159 - 538: 15
823 - 816: 15
756 - 755: 15
18 - 186: 15
169 - 127: 15
85 - 86: 15
577 - 965: 15
916 - 555: 15
594 - 697: 15
187 - 186: 15
337 - 729: 15
139 - 65: 15
366 - 831: 15
791 - 199: 15
155 - 651: 15
682 - 209: 15
596 - 597: 16
62 - 63: 16
235 - 4: 16
103 - 206: 16
643 - 988: 16
765 - 665: 16
226 - 301: 16
940 - 166: 16
962 - 226: 16
135 - 201: 16
771 - 194: 16
208 - 958: 16
509 - 695: 16
343 - 353: 16
582 - 58: 16
221 - 128: 16
842 - 267: 16
57 - 56: 16
15 - 260: 16
515 - 673: 16
362 - 833: 16
148 - 589: 16
539 - 155: 16
786 - 785: 16
551 - 209: 16
803 - 802: 16
114 - 40: 16
647 - 722: 16
132 - 249: 16
110 - 865: 16
216 - 466: 16
775 - 900: 16
228 - 908: 16
970 - 539: 16
869 - 719: 16
29 - 28: 16
84 - 190: 16
95 - 759: 16
120 - 121: 16
110 - 109: 16
458 - 459: 16
445 - 39: 17
640 - 641: 17
365 - 354: 17
987 - 494: 17
719 - 99: 17
485 - 588: 17
662 - 247: 17
435 - 100: 17
400 - 401: 17
358 - 690: 17
60 - 61: 17
364 - 57: 17
772 - 484: 17
241 - 690: 17
306 - 346: 17
737 - 602: 17
786 - 115: 17
649 - 862: 17
822 - 821: 17
194 - 365: 17
238 - 69: 17
464 - 463: 17
190 - 24: 17
504 - 81: 17
344 - 476: 17
454 - 223: 17
782 - 290: 17
462 - 6: 17
213 - 613: 17
208 - 897: 17
596 - 595: 17
453 - 452: 17
620 - 619: 17
65 - 760: 18
25 - 26: 18
64 - 27: 18
717 - 716: 18
162 - 23: 18
715 - 525: 18
739 - 592: 18
271 - 856: 18
271 - 166: 18
241 - 789: 18
930 - 929: 18
473 - 594: 18
67 - 66: 18
306 - 359: 18
159 - 6: 18
911 - 272: 18
693 - 23: 18
616 - 418: 18
99 - 252: 18
248 - 981: 18
871 - 870: 18
16 - 772: 18
188 - 268: 18
224 - 903: 18
182 - 832: 18
620 - 599: 18
475 - 528: 18
51 - 490: 18
107 - 954: 18
392 - 935: 18
164 - 165: 18
867 - 906: 18
555 - 700: 18
517 - 516: 18
396 - 397: 18
3 - 406: 18
925 - 926: 18
951 - 113: 18
271 - 454: 18
839 - 107: 18
983 - 277: 18
661 - 934: 18
110 - 725: 18
716 - 205: 18
222 - 221: 18
122 - 492: 19
134 - 740: 19
834 - 833: 19
193 - 713: 19
47 - 317: 19
805 - 536: 19
887 - 886: 19
579 - 580: 19
263 - 711: 19
556 - 557: 19
194 - 600: 19
176 - 868: 19
216 - 346: 19
976 - 644: 19
692 - 405: 19
77 - 76: 19
636 - 858: 19
508 - 509: 19
186 - 426: 19
386 - 720: 19
14 - 15: 19
551 - 144: 19
32 - 242: 19
175 - 870: 19
49 - 48: 19
650 - 114: 19
479 - 345: 20
529 - 184: 20
51 - 999: 20
60 - 634: 20
487 - 497: 20
358 - 433: 20
336 - 638: 20
205 - 204: 20
457 - 382: 20
291 - 292: 20
523 - 558: 20
767 - 639: 20
810 - 809: 20
699 - 566: 20
36 - 272: 20
328 - 329: 20
447 - 448: 20
125 - 124: 20
548 - 549: 20
5 - 282: 20
580 - 336: 20
633 - 184: 20
882 - 883: 20
933 - 932: 20
893 - 894: 20
820 - 10: 20
157 - 156: 20
465 - 41: 20
502 - 781: 20
34 - 33: 21
124 - 116: 21
374 - 375: 21
390 - 714: 21
118 - 117: 21
708 - 606: 21
880 - 73: 21
704 - 705: 21
408 - 436: 21
249 - 721: 21
240 - 552: 21
89 - 345: 21
750 - 612: 21
806 - 51: 21
298 - 321: 21
121 - 826: 21
671 - 55: 21
869 - 733: 21
992 - 732: 21
554 - 3: 21
765 - 316: 22
878 - 879: 22
748 - 258: 22
349 - 733: 22
189 - 188: 22
450 - 660: 22
558 - 827: 22
37 - 36: 22
901 - 900: 22
850 - 624: 22
753 - 188: 22
766 - 300: 22
902 - 609: 22
482 - 639: 22
90 - 89: 22
344 - 952: 22
367 - 661: 22
950 - 394: 22
342 - 341: 22
330 - 329: 22
808 - 807: 22
452 - 864: 22
321 - 320: 22
424 - 425: 22
428 - 429: 22
598 - 533: 22
818 - 455: 23
196 - 503: 23
334 - 485: 23
215 - 472: 23
933 - 839: 23
607 - 329: 23
133 - 189: 23
432 - 591: 23
230 - 35: 23
737 - 800: 23
800 - 801: 23
369 - 762: 23
26 - 819: 23
104 - 276: 23
576 - 951: 23
401 - 402: 23
466 - 467: 23
971 - 972: 23
164 - 163: 23
198 - 597: 23
665 - 449: 23
265 - 702: 23
442 - 761: 23
96 - 484: 24
79 - 660: 24
513 - 443: 24
430 - 698: 24
431 - 764: 24
396 - 983: 24
284 - 283: 24
267 - 266: 24
543 - 542: 24
375 - 130: 24
706 - 705: 24
889 - 355: 24
701 - 789: 25
43 - 42: 25
873 - 190: 25
38 - 645: 25
919 - 377: 25
479 - 501: 25
553 - 294: 25
863 - 864: 25
499 - 498: 25
814 - 581: 25
628 - 918: 25
481 - 64: 25
487 - 488: 25
537 - 748: 25
657 - 790: 25
876 - 84: 25
947 - 948: 25
676 - 675: 25
629 - 111: 26
543 - 852: 26
278 - 326: 26
369 - 134: 26
982 - 680: 26
83 - 82: 26
231 - 522: 26
521 - 259: 26
762 - 761: 26
436 - 435: 26
314 - 313: 26
593 - 594: 26
113 - 438: 26
570 - 571: 26
692 - 641: 26
731 - 730: 27
360 - 359: 27
289 - 922: 27
532 - 531: 27
344 - 570: 27
511 - 510: 27
191 - 879: 27
819 - 960: 27
225 - 617: 27
94 - 118: 27
823 - 176: 27
363 - 171: 27
413 - 111: 27
136 - 763: 27
968 - 937: 28
940 - 939: 28
528 - 130: 28
153 - 152: 28
631 - 632: 28
950 - 907: 28
932 - 319: 28
317 - 102: 28
203 - 428: 28
138 - 569: 28
232 - 300: 28
887 - 192: 28
944 - 310: 28
564 - 565: 28
463 - 8: 28
483 - 482: 28
71 - 741: 29
222 - 458: 29
290 - 289: 29
661 - 742: 29
995 - 996: 29
655 - 126: 29
919 - 695: 29
669 - 285: 29
123 - 196: 29
438 - 439: 29
306 - 440: 30
217 - 330: 30
437 - 722: 30
262 - 564: 30
392 - 309: 30
965 - 668: 30
821 - 813: 30
332 - 333: 30
210 - 211: 30
799 - 611: 30
676 - 194: 31
507 - 933: 31
947 - 946: 31
830 - 504: 31
314 - 315: 31
966 - 718: 31
213 - 214: 31
87 - 570: 31
351 - 364: 31
728 - 393: 31
54 - 739: 31
857 - 856: 31
107 - 108: 31
567 - 456: 32
867 - 810: 32
399 - 608: 32
0 - 428: 32
250 - 251: 32
647 - 646: 32
799 - 798: 32
44 - 807: 32
151 - 150: 32
172 - 758: 32
530 - 151: 33
866 - 418: 33
783 - 115: 33
403 - 180: 33
114 - 310: 33
370 - 177: 33
890 - 891: 33
415 - 833: 33
242 - 556: 33
618 - 619: 33
149 - 918: 33
891 - 903: 33
1 - 158: 33
947 - 872: 33
448 - 629: 34
522 - 52: 34
883 - 884: 34
371 - 368: 34
781 - 771: 34
300 - 670: 34
663 - 662: 34
356 - 357: 34
743 - 30: 35
220 - 297: 35
63 - 777: 35
62 - 256: 36
831 - 707: 36
581 - 582: 36
882 - 326: 36
781 - 284: 37
369 - 254: 37
674 - 675: 38
32 - 31: 38
305 - 760: 38
500 - 127: 38
261 - 323: 38
524 - 415: 38
963 - 647: 39
859 - 739: 39
407 - 657: 39
583 - 44: 40
527 - 526: 40
104 - 627: 41
560 - 231: 41
936 - 937: 41
45 - 637: 42
775 - 776: 42
546 - 545: 42
798 - 460: 42
635 - 634: 42
229 - 228: 44
559 - 560: 45
950 - 949: 45
904 - 898: 45
145 - 146: 46
326 - 325: 47
380 - 381: 48
568 - 735: 48
461 - 38: 49
694 - 693: 49
758 - 311: 50
61 - 773: 51
653 - 559: 51
787 - 617: 51
562 - 683: 52
327 - 106: 52
938 - 3: 55
106 - 105: 56
824 - 910: 56
697 - 696: 58
682 - 681: 60
754 - 685: 61
815 - 930: 62
703 - 865: 62
410 - 779: 62
372 - 966: 64
610 - 609: 66
Peso total da MST: 15506
