Arestas na MST:
835 - 836: 13
918 - 919: 13
384 - 180: 13
791 - 77: 13
494 - 495: 13
329 - 57: 13
526 - 34: 13
845 - 846: 13
273 - 274: 13
257 - 258: 13
779 - 340: 13
373 - 279: 13
788 - 539: 13
20 - 846: 13
137 - 915: 13
479 - 10: 13
131 - 132: 13
986 - 480: 13
934 - 621: 13
194 - 195: 13
178 - 34: 13
929 - 761: 13
752 - 190: 13
811 - 812: 13
539 - 540: 13
146 - 141: 13
879 - 144: 13
201 - 355: 13
417 - 585: 13
470 - 854: 14
849 - 391: 14
96 - 97: 14
756 - 505: 14
909 - 321: 14
870 - 990: 14
335 - 271: 14
538 - 691: 14
850 - 851: 14
492 - 377: 14
92 - 93: 14
590 - 321: 14
783 - 784: 14
486 - 6: 14
394 - 187: 14
991 - 465: 14
654 - 471: 14
477 - 478: 14
911 - 912: 14
729 - 615: 14
574 - 383: 14
370 - 371: 14
96 - 802: 14
381 - 824: 14
239 - 551: 14
67 - 728: 14
931 - 932: 14
979 - 239: 14
268 - 13: 14
209 - 682: 15
823 - 816: 15
699 - 245: 15
183 - 711: 15
85 - 86: 15
552 - 553: 15
245 - 246: 15
765 - 563: 15
65 - 139: 15
557 - 558: 15
439 - 503: 15
651 - 155: 15
880 - 430: 15
831 - 366: 15
848 - 419: 15
186 - 187: 15
68 - 431: 15
417 - 788: 15
755 - 756: 15
959 - 734: 15
488 - 124: 15
555 - 916: 15
337 - 729: 15
983 - 955: 15
408 - 268: 15
806 - 896: 15
791 - 199: 15
752 - 25: 15
169 - 127: 15
285 - 136: 15
159 - 538: 15
57 - 65: 15
965 - 577: 15
219 - 794: 15
697 - 594: 15
744 - 962: 15
18 - 186: 15
241 - 131: 15
109 - 110: 16
900 - 775: 16
647 - 722: 16
95 - 759: 16
209 - 551: 16
135 - 201: 16
466 - 216: 16
15 - 260: 16
596 - 597: 16
785 - 786: 16
148 - 589: 16
458 - 459: 16
539 - 970: 16
695 - 509: 16
221 - 128: 16
194 - 771: 16
155 - 539: 16
206 - 103: 16
166 - 940: 16
958 - 208: 16
988 - 643: 16
802 - 803: 16
249 - 132: 16
908 - 228: 16
665 - 765: 16
28 - 29: 16
343 - 353: 16
719 - 869: 16
673 - 515: 16
267 - 842: 16
957 - 958: 16
120 - 121: 16
865 - 110: 16
56 - 57: 16
114 - 40: 16
84 - 190: 16
962 - 226: 16
62 - 63: 16
582 - 58: 16
235 - 4: 16
833 - 362: 16
454 - 223: 17
578 - 341: 17
99 - 719: 17
358 - 690: 17
6 - 462: 17
81 - 504: 17
241 - 690: 17
400 - 401: 17
640 - 641: 17
485 - 588: 17
786 - 115: 17
662 - 247: 17
772 - 484: 17
39 - 445: 17
782 - 290: 17
821 - 822: 17
737 - 602: 17
306 - 346: 17
987 - 494: 17
24 - 190: 17
435 - 100: 17
463 - 464: 17
595 - 596: 17
613 - 213: 17
365 - 194: 17
452 - 453: 17
364 - 57: 17
208 - 897: 17
365 - 354: 17
476 - 344: 17
238 - 69: 17
619 - 620: 17
649 - 862: 17
911 - 272: 18
525 - 715: 18
221 - 222: 18
760 - 65: 18
870 - 871: 18
716 - 717: 18
107 - 839: 18
983 - 277: 18
66 - 67: 18
113 - 951: 18
271 - 454: 18
166 - 271: 18
555 - 700: 18
418 - 616: 18
162 - 23: 18
906 - 867: 18
935 - 392: 18
929 - 930: 18
903 - 224: 18
925 - 926: 18
25 - 26: 18
23 - 693: 18
473 - 594: 18
739 - 592: 18
832 - 182: 18
516 - 517: 18
205 - 716: 18
16 - 772: 18
490 - 51: 18
268 - 188: 18
248 - 981: 18
164 - 165: 18
725 - 110: 18
528 - 475: 18
271 - 856: 18
359 - 306: 18
661 - 934: 18
252 - 99: 18
107 - 954: 18
27 - 64: 18
406 - 3: 18
620 - 599: 18
396 - 397: 18
159 - 6: 18
241 - 789: 18
870 - 175: 19
833 - 834: 19
886 - 887: 19
263 - 711: 19
114 - 650: 19
186 - 426: 19
14 - 15: 19
740 - 134: 19
556 - 557: 19
720 - 386: 19
242 - 32: 19
377 - 378: 19
508 - 509: 19
47 - 317: 19
144 - 551: 19
858 - 636: 19
194 - 600: 19
713 - 193: 19
76 - 77: 19
405 - 692: 19
579 - 580: 19
48 - 49: 19
122 - 492: 19
176 - 868: 19
536 - 805: 19
976 - 644: 19
345 - 479: 20
204 - 205: 20
184 - 633: 20
580 - 336: 20
502 - 781: 20
5 - 282: 20
36 - 272: 20
999 - 51: 20
639 - 767: 20
156 - 157: 20
932 - 933: 20
60 - 634: 20
447 - 448: 20
523 - 558: 20
336 - 638: 20
529 - 184: 20
497 - 487: 20
809 - 810: 20
820 - 10: 20
358 - 433: 20
882 - 883: 20
328 - 329: 20
548 - 549: 20
291 - 292: 20
465 - 41: 20
893 - 894: 20
124 - 125: 20
457 - 382: 20
566 - 699: 20
408 - 436: 21
33 - 34: 21
721 - 249: 21
73 - 880: 21
806 - 51: 21
612 - 750: 21
606 - 708: 21
869 - 733: 21
117 - 118: 21
390 - 714: 21
554 - 3: 21
374 - 375: 21
732 - 992: 21
704 - 705: 21
116 - 124: 21
240 - 552: 21
55 - 24: 21
826 - 121: 21
345 - 89: 21
321 - 298: 21
329 - 330: 22
900 - 901: 22
765 - 316: 22
533 - 598: 22
878 - 879: 22
36 - 37: 22
341 - 342: 22
748 - 258: 22
609 - 902: 22
733 - 349: 22
367 - 661: 22
236 - 523: 22
660 - 450: 22
188 - 189: 22
482 - 639: 22
320 - 321: 22
89 - 90: 22
807 - 808: 22
424 - 425: 22
428 - 429: 22
850 - 624: 22
394 - 950: 22
452 - 864: 22
344 - 952: 22
300 - 766: 22
753 - 188: 22
104 - 276: 23
737 - 800: 23
449 - 665: 23
839 - 933: 23
762 - 369: 23
163 - 164: 23
442 - 761: 23
971 - 972: 23
455 - 818: 23
230 - 35: 23
198 - 597: 23
196 - 503: 23
800 - 801: 23
401 - 402: 23
466 - 467: 23
819 - 26: 23
133 - 189: 23
329 - 607: 23
432 - 591: 23
215 - 472: 23
334 - 485: 23
576 - 951: 23
702 - 265: 23
79 - 660: 24
542 - 543: 24
889 - 355: 24
764 - 431: 24
513 - 443: 24
705 - 706: 24
266 - 267: 24
375 - 130: 24
96 - 484: 24
983 - 396: 24
283 - 284: 24
698 - 430: 24
873 - 190: 25
675 - 676: 25
748 - 537: 25
501 - 479: 25
553 - 294: 25
919 - 377: 25
918 - 628: 25
42 - 43: 25
64 - 481: 25
814 - 581: 25
863 - 864: 25
84 - 876: 25
789 - 701: 25
790 - 657: 25
645 - 38: 25
487 - 488: 25
498 - 499: 25
947 - 948: 25
852 - 543: 26
369 - 134: 26
259 - 521: 26
231 - 522: 26
278 - 326: 26
82 - 83: 26
761 - 762: 26
641 - 692: 26
438 - 113: 26
570 - 571: 26
313 - 314: 26
629 - 111: 26
593 - 594: 26
435 - 436: 26
680 - 982: 26
359 - 360: 27
413 - 111: 27
118 - 94: 27
225 - 617: 27
531 - 532: 27
510 - 511: 27
640 - 571: 27
171 - 363: 27
176 - 823: 27
960 - 819: 27
730 - 731: 27
763 - 136: 27
289 - 922: 27
879 - 191: 27
528 - 130: 28
932 - 319: 28
564 - 565: 28
310 - 944: 28
482 - 483: 28
950 - 907: 28
300 - 232: 28
939 - 940: 28
937 - 968: 28
152 - 153: 28
631 - 632: 28
192 - 887: 28
569 - 138: 28
203 - 428: 28
317 - 102: 28
8 - 463: 28
458 - 222: 29
71 - 741: 29
285 - 669: 29
655 - 126: 29
123 - 196: 29
919 - 695: 29
742 - 661: 29
438 - 439: 29
995 - 996: 29
289 - 290: 29
309 - 392: 30
210 - 211: 30
306 - 440: 30
668 - 965: 30
262 - 564: 30
821 - 813: 30
799 - 611: 30
722 - 437: 30
332 - 333: 30
330 - 217: 30
314 - 315: 31
507 - 933: 31
718 - 966: 31
830 - 504: 31
728 - 393: 31
86 - 87: 31
856 - 857: 31
739 - 54: 31
213 - 214: 31
194 - 676: 31
946 - 947: 31
364 - 351: 31
107 - 108: 31
44 - 807: 32
867 - 810: 32
250 - 251: 32
567 - 456: 32
758 - 172: 32
608 - 399: 32
428 - 0: 32
150 - 151: 32
646 - 647: 32
798 - 799: 32
115 - 783: 33
833 - 415: 33
418 - 866: 33
370 - 177: 33
872 - 947: 33
242 - 556: 33
151 - 530: 33
903 - 891: 33
918 - 149: 33
403 - 180: 33
618 - 619: 33
114 - 310: 33
890 - 891: 33
1 - 158: 33
662 - 663: 34
670 - 300: 34
781 - 771: 34
371 - 368: 34
883 - 884: 34
522 - 52: 34
448 - 629: 34
356 - 357: 34
220 - 297: 35
30 - 743: 35
777 - 63: 35
831 - 707: 36
256 - 62: 36
882 - 326: 36
581 - 582: 36
254 - 369: 37
284 - 781: 37
305 - 760: 38
323 - 261: 38
415 - 524: 38
674 - 675: 38
500 - 127: 38
31 - 32: 38
739 - 859: 39
407 - 657: 39
647 - 963: 39
583 - 44: 40
526 - 527: 40
936 - 937: 41
627 - 104: 41
231 - 560: 41
634 - 635: 42
460 - 798: 42
637 - 45: 42
775 - 776: 42
545 - 546: 42
228 - 229: 44
904 - 898: 45
559 - 560: 45
949 - 950: 45
145 - 146: 46
325 - 326: 47
735 - 568: 48
380 - 381: 48
693 - 694: 49
461 - 38: 49
311 - 758: 50
559 - 653: 51
787 - 617: 51
61 - 773: 51
327 - 106: 52
562 - 683: 52
3 - 938: 55
910 - 824: 56
105 - 730: 56
696 - 697: 58
681 - 682: 60
685 - 754: 61
410 - 779: 62
815 - 930: 62
865 - 703: 62
966 - 372: 64
609 - 610: 66
Peso total da MST: 15506
