Arestas na MST:
45 - 3310: 1
2109 - 8054: 1
1046 - 117: 1
5341 - 5342: 1
2902 - 8688: 1
6067 - 6068: 1
5334 - 5335: 1
4278 - 9220: 1
6972 - 3539: 1
9545 - 3567: 1
5294 - 5295: 1
6059 - 6060: 1
589 - 6794: 1
5544 - 7304: 1
3434 - 3276: 1
608 - 609: 1
6079 - 6080: 1
6081 - 6082: 1
2988 - 7980: 1
2157 - 3885: 1
5136 - 5137: 1
5246 - 1765: 1
9206 - 831: 1
8786 - 9051: 1
5091 - 6820: 1
3579 - 5630: 1
7999 - 8610: 1
4306 - 430: 1
3513 - 7639: 1
3419 - 2840: 1
8468 - 2186: 1
8744 - 6943: 1
1654 - 9522: 1
6701 - 2147: 1
5818 - 5819: 1
5718 - 5719: 1
7532 - 9775: 1
3442 - 6237: 1
7958 - 9628: 1
1577 - 1500: 1
2689 - 6879: 1
5578 - 5579: 1
2000 - 6870: 1
5678 - 3347: 1
5616 - 7875: 1
5526 - 5527: 1
7342 - 7826: 1
1082 - 5612: 1
1143 - 5043: 1
1691 - 3693: 1
5180 - 2107: 1
6432 - 9765: 1
9049 - 4684: 1
1817 - 473: 1
6866 - 2427: 1
6437 - 6438: 1
4805 - 2597: 1
6538 - 6107: 1
7321 - 2885: 1
3286 - 385: 1
886 - 3632: 1
3574 - 6181: 1
6595 - 2345: 1
5454 - 6761: 1
7229 - 7922: 1
8599 - 8623: 1
8793 - 274: 1
6575 - 6576: 1
4694 - 4695: 1
8840 - 4907: 1
3311 - 456: 1
3249 - 5748: 1
8710 - 5875: 1
9734 - 5660: 1
2814 - 6912: 1
3979 - 564: 1
1366 - 6496: 1
2028 - 7649: 1
154 - 207: 1
8064 - 4861: 1
3222 - 8392: 1
3475 - 5534: 1
5693 - 3243: 1
537 - 2306: 1
2387 - 7691: 1
6206 - 6207: 1
2949 - 1442: 1
8817 - 9837: 1
1807 - 1927: 1
6982 - 6122: 1
6240 - 6241: 1
9279 - 2373: 1
5901 - 5981: 1
4589 - 2921: 1
3634 - 9999: 1
6270 - 6271: 1
9800 - 7702: 1
9073 - 3859: 1
1881 - 1274: 1
7047 - 8310: 1
4941 - 4942: 1
4907 - 4908: 1
1889 - 6066: 1
4921 - 2167: 1
4884 - 4885: 1
9121 - 2889: 1
3613 - 1852: 1
3815 - 4206: 1
2453 - 3356: 1
5336 - 436: 1
6140 - 6102: 1
7030 - 2960: 1
8282 - 8283: 1
5326 - 8792: 1
8907 - 4258: 1
2337 - 2338: 1
5851 - 9391: 1
8153 - 8154: 1
8199 - 8200: 1
5374 - 4850: 1
7606 - 670: 1
7482 - 9963: 1
1434 - 3636: 1
3164 - 1459: 1
5564 - 4695: 1
1618 - 5910: 1
6759 - 8288: 1
8339 - 8340: 1
2183 - 2184: 1
3951 - 2696: 1
2161 - 2162: 1
1024 - 3951: 1
7270 - 6851: 1
3923 - 7780: 1
9977 - 9978: 1
190 - 8997: 1
8466 - 8467: 1
8764 - 9249: 1
9250 - 2077: 1
4310 - 926: 1
7946 - 7947: 1
7867 - 7868: 1
9541 - 6716: 1
1336 - 1758: 1
7873 - 7874: 1
5082 - 7100: 1
3996 - 6618: 1
6837 - 8057: 1
3441 - 4210: 1
7782 - 234: 1
1368 - 2425: 1
6015 - 4964: 1
2512 - 4795: 1
5575 - 2479: 1
8562 - 5524: 1
3182 - 3958: 1
8816 - 3176: 1
129 - 130: 1
7017 - 5539: 1
8007 - 8008: 1
7658 - 5802: 1
5401 - 2466: 1
1006 - 5539: 1
267 - 666: 1
835 - 1749: 1
3927 - 5857: 1
487 - 112: 1
2038 - 5843: 1
9886 - 16: 1
5300 - 3170: 1
174 - 7968: 1
9308 - 9309: 1
9286 - 9287: 1
5060 - 9428: 1
4510 - 4734: 1
9244 - 9245: 1
483 - 8908: 1
806 - 3180: 1
5825 - 513: 1
9653 - 502: 1
1051 - 7279: 1
3304 - 5039: 1
943 - 944: 1
5304 - 6164: 1
9049 - 9050: 1
7565 - 3377: 1
882 - 7141: 1
1926 - 75: 1
8996 - 8997: 1
8475 - 4876: 1
7097 - 6290: 1
1569 - 513: 1
4571 - 355: 1
8860 - 8861: 1
8852 - 8853: 1
1256 - 1257: 1
8422 - 7223: 1
8216 - 8882: 1
8462 - 4587: 1
9736 - 9737: 1
4188 - 5278: 1
1878 - 1879: 1
4223 - 8060: 1
4605 - 3378: 1
1816 - 1817: 1
2688 - 3009: 1
888 - 2143: 1
2592 - 5951: 1
8769 - 8770: 1
6320 - 2075: 1
4139 - 1724: 1
9609 - 9610: 1
8415 - 9442: 1
9587 - 9588: 1
9561 - 9562: 1
1510 - 2207: 1
7024 - 6486: 1
1637 - 1638: 1
565 - 5102: 1
6592 - 2451: 1
9523 - 9524: 1
3068 - 6726: 1
1618 - 1619: 1
631 - 1412: 1
9405 - 8285: 1
3100 - 6120: 1
7722 - 7723: 1
3153 - 3154: 1
9513 - 8336: 1
4686 - 4326: 1
4323 - 6829: 1
192 - 193: 1
5435 - 6554: 1
190 - 191: 1
8287 - 6299: 1
187 - 188: 1
2346 - 9100: 1
2122 - 1216: 1
2388 - 3169: 1
8114 - 3979: 1
142 - 7415: 1
3097 - 3098: 1
9011 - 7544: 1
8493 - 3155: 1
6784 - 4949: 1
1189 - 1190: 1
2650 - 2972: 1
5397 - 4703: 1
90 - 4569: 1
231 - 232: 1
5151 - 6288: 1
689 - 341: 1
3353 - 3354: 1
3326 - 4448: 1
9466 - 963: 1
2282 - 4675: 1
1470 - 8954: 1
3326 - 3327: 1
4363 - 8519: 1
3261 - 3262: 1
8981 - 9708: 1
7508 - 7509: 1
216 - 217: 1
8691 - 2896: 1
6086 - 2875: 1
9573 - 4441: 1
4815 - 5694: 1
8691 - 9580: 1
7635 - 9914: 1
3241 - 3242: 1
3237 - 3238: 1
7708 - 7709: 1
5800 - 1903: 1
4761 - 1434: 1
8922 - 684: 1
7408 - 4657: 1
6208 - 3275: 1
8904 - 3353: 1
9895 - 6769: 1
8448 - 4102: 1
2843 - 2844: 1
1641 - 3954: 1
6697 - 2827: 1
5835 - 9692: 1
6261 - 6965: 1
1191 - 1192: 1
2813 - 2814: 1
1374 - 316: 1
3212 - 2520: 1
8772 - 8773: 2
6191 - 6192: 2
918 - 9239: 2
723 - 3776: 2
4056 - 2044: 2
6824 - 6825: 2
7994 - 5517: 2
4785 - 5400: 2
9477 - 9478: 2
9401 - 9402: 2
9339 - 1450: 2
317 - 4837: 2
2323 - 2953: 2
9365 - 9366: 2
3575 - 6723: 2
7974 - 4213: 2
8399 - 9086: 2
6992 - 9185: 2
2721 - 3283: 2
7808 - 7299: 2
1865 - 2729: 2
993 - 994: 2
1829 - 9971: 2
2942 - 999: 2
8248 - 8344: 2
6144 - 6145: 2
617 - 618: 2
6549 - 4973: 2
9526 - 9527: 2
9218 - 6921: 2
1487 - 5632: 2
9427 - 7658: 2
8908 - 8909: 2
6860 - 2465: 2
4234 - 4721: 2
4848 - 2836: 2
390 - 8085: 2
8991 - 6692: 2
5951 - 5952: 2
4577 - 1925: 2
2399 - 9345: 2
3959 - 2272: 2
5995 - 5996: 2
8301 - 9879: 2
1742 - 3533: 2
8884 - 8885: 2
8805 - 8806: 2
3242 - 9703: 2
1337 - 2950: 2
3889 - 6982: 2
565 - 3873: 2
8858 - 8859: 2
707 - 708: 2
7547 - 7548: 2
4223 - 4544: 2
9259 - 9260: 2
1892 - 5213: 2
9892 - 1287: 2
4362 - 9774: 2
3512 - 8555: 2
6039 - 6040: 2
939 - 6441: 2
3822 - 2096: 2
6014 - 6015: 2
4078 - 7269: 2
5171 - 6906: 2
6827 - 8415: 2
3542 - 5069: 2
9717 - 940: 2
9093 - 9094: 2
9321 - 5115: 2
7675 - 2250: 2
7398 - 1234: 2
3024 - 8000: 2
834 - 8762: 2
2415 - 2984: 2
4623 - 9698: 2
1002 - 5451: 2
6767 - 6768: 2
6024 - 6040: 2
2025 - 3356: 2
6558 - 6559: 2
5570 - 8683: 2
7345 - 1441: 2
2734 - 8502: 2
1109 - 2833: 2
8631 - 8417: 2
6803 - 1747: 2
9056 - 5375: 2
6301 - 2275: 2
5613 - 2853: 2
6619 - 647: 2
4513 - 8479: 2
6020 - 8507: 2
5015 - 1984: 2
6982 - 6819: 2
3994 - 9531: 2
7074 - 7075: 2
6695 - 9447: 2
3539 - 9137: 2
6224 - 3254: 2
416 - 3219: 2
1481 - 8715: 2
1071 - 4988: 2
109 - 9409: 2
6703 - 6704: 2
8426 - 3978: 2
3288 - 3717: 2
4216 - 6176: 2
6758 - 6759: 2
9338 - 7635: 2
9150 - 8107: 2
7754 - 5194: 2
2918 - 7004: 2
8806 - 8807: 2
1625 - 3524: 2
2725 - 6651: 2
6278 - 6279: 2
8634 - 8635: 2
8663 - 8664: 2
4812 - 3803: 2
6247 - 6248: 2
7187 - 7188: 2
9813 - 5544: 2
6494 - 4531: 2
3373 - 9568: 2
7978 - 7979: 2
9662 - 9663: 2
7788 - 6538: 2
4692 - 3494: 2
3794 - 9784: 2
4396 - 4516: 2
8458 - 3050: 2
1549 - 3852: 2
3895 - 1234: 2
7665 - 449: 2
7903 - 6096: 2
8463 - 8464: 2
4811 - 5429: 2
4854 - 6346: 2
1906 - 2066: 2
6355 - 6356: 2
9472 - 34: 2
2546 - 764: 2
7129 - 7130: 2
9965 - 9966: 2
1694 - 3706: 2
8064 - 6996: 2
6649 - 4407: 2
7202 - 392: 2
6335 - 6336: 2
6958 - 6959: 2
9924 - 9925: 2
7888 - 1580: 2
9900 - 9901: 2
7463 - 3833: 2
5283 - 3487: 2
3730 - 3731: 2
8924 - 3420: 2
6132 - 1267: 2
4476 - 6254: 2
3015 - 7914: 2
393 - 4441: 2
7979 - 8655: 2
3757 - 9777: 2
4842 - 8783: 2
4439 - 4397: 2
527 - 1112: 2
3850 - 3851: 2
1978 - 1979: 2
7821 - 880: 2
5491 - 2724: 2
6629 - 28: 2
1670 - 110: 2
7656 - 9588: 2
5447 - 8060: 2
9298 - 4458: 2
9874 - 7716: 2
8576 - 8002: 2
6760 - 1002: 2
8641 - 5660: 2
3883 - 6836: 2
9888 - 6522: 2
980 - 7165: 2
6984 - 8010: 2
3606 - 3607: 2
1366 - 9607: 2
1797 - 4066: 2
7032 - 14: 2
8832 - 3084: 2
3434 - 4107: 2
3059 - 3643: 2
4243 - 4244: 2
3201 - 2464: 2
8584 - 1124: 2
4835 - 8715: 2
220 - 9193: 2
7402 - 2709: 2
8174 - 2487: 2
3105 - 9357: 2
326 - 327: 2
8751 - 2026: 2
6250 - 6922: 2
4989 - 2120: 2
597 - 3710: 2
8722 - 6643: 2
3965 - 7540: 2
748 - 5990: 2
1133 - 1134: 2
3733 - 1599: 2
1775 - 4507: 2
6266 - 2284: 2
3535 - 5329: 2
6181 - 8963: 2
4546 - 8145: 2
4061 - 2396: 2
8545 - 4725: 2
4140 - 4141: 2
8884 - 1602: 2
6223 - 2462: 2
4770 - 6427: 2
2039 - 8886: 2
413 - 8883: 2
7464 - 7443: 2
1380 - 3337: 2
1933 - 6039: 2
9656 - 8507: 2
9338 - 3024: 2
3211 - 399: 2
4736 - 2284: 2
3330 - 3335: 2
2848 - 2849: 2
7704 - 507: 2
557 - 453: 2
2866 - 2867: 2
2660 - 2661: 2
6976 - 2515: 2
3004 - 3005: 2
6308 - 700: 2
3005 - 3006: 2
6405 - 695: 2
102 - 103: 2
8382 - 3987: 2
6081 - 2153: 2
3924 - 4125: 2
926 - 9934: 2
659 - 8567: 2
5868 - 2978: 2
6232 - 7936: 2
2397 - 2398: 2
5797 - 2179: 2
2413 - 2414: 2
423 - 5882: 2
5339 - 6267: 2
132 - 133: 2
2294 - 2060: 2
2044 - 7586: 2
1031 - 8097: 2
254 - 5111: 2
1483 - 4626: 2
4429 - 2413: 2
4711 - 5147: 2
1515 - 2403: 2
6944 - 4942: 2
5319 - 6121: 2
4178 - 1432: 2
1541 - 2445: 2
6563 - 7775: 2
2794 - 7917: 2
4578 - 1907: 2
8655 - 4635: 2
6263 - 31: 2
506 - 9414: 2
3388 - 3389: 2
2445 - 5342: 2
4074 - 4295: 2
4546 - 3225: 2
3936 - 3813: 2
6504 - 6397: 2
2731 - 2025: 2
8062 - 3095: 2
6317 - 6343: 2
2187 - 2188: 2
5129 - 7428: 2
3061 - 6951: 2
1088 - 5750: 2
186 - 187: 2
2076 - 1299: 2
1175 - 835: 2
5484 - 1782: 2
11 - 6959: 2
9229 - 3696: 2
3140 - 3141: 2
7260 - 4859: 2
3783 - 4122: 2
3161 - 3162: 2
4766 - 7597: 2
1332 - 1333: 2
5930 - 8925: 2
2976 - 9189: 2
2274 - 8276: 2
9613 - 6806: 2
6818 - 2138: 2
7567 - 8338: 2
1308 - 1309: 2
4521 - 5782: 2
2842 - 294: 2
9453 - 2620: 2
3956 - 480: 2
1327 - 3560: 2
2530 - 4615: 2
3571 - 6518: 2
1130 - 7426: 2
3747 - 7286: 2
904 - 4240: 2
6427 - 4103: 2
8907 - 9168: 2
4439 - 6272: 2
9721 - 8110: 2
4327 - 4328: 2
8793 - 5162: 2
3578 - 1732: 2
7411 - 1473: 2
4220 - 3646: 2
3087 - 261: 2
7274 - 9496: 2
5008 - 5009: 2
911 - 3189: 2
2075 - 8715: 2
1343 - 1344: 2
7765 - 1418: 2
3478 - 2808: 2
3629 - 136: 2
3413 - 9412: 2
9769 - 7135: 2
7116 - 6507: 2
5569 - 5570: 2
221 - 8241: 2
5667 - 5668: 2
5672 - 5673: 2
352 - 7863: 2
534 - 535: 2
2745 - 6545: 2
550 - 551: 2
1808 - 454: 2
8413 - 1370: 2
8638 - 4476: 2
5826 - 5827: 2
5844 - 5845: 2
5937 - 5938: 2
9 - 10: 2
6634 - 6032: 2
9899 - 2247: 2
2971 - 5922: 2
5332 - 5333: 2
8144 - 6521: 2
5419 - 5420: 2
9990 - 9997: 2
9125 - 9754: 2
341 - 3283: 2
1318 - 2604: 2
8835 - 4959: 2
5466 - 5467: 2
8949 - 5233: 2
3548 - 7963: 2
9856 - 3995: 2
8386 - 471: 2
1699 - 1700: 2
9798 - 5402: 2
8719 - 4885: 2
1308 - 353: 2
398 - 399: 2
4639 - 4640: 2
9715 - 1061: 2
7401 - 6221: 2
1701 - 1702: 2
3903 - 6988: 2
9471 - 4675: 2
1599 - 1749: 2
4295 - 4344: 2
4562 - 9163: 2
4734 - 4735: 2
4696 - 3822: 2
4754 - 4755: 2
4706 - 4707: 2
4535 - 4536: 2
7970 - 4047: 2
8481 - 2151: 2
1266 - 8746: 2
762 - 4083: 2
4069 - 4904: 2
8389 - 7427: 2
2142 - 146: 2
273 - 5043: 2
4897 - 4228: 2
9305 - 6868: 2
738 - 5876: 2
4704 - 1147: 2
4657 - 4059: 2
3072 - 1860: 2
3370 - 9294: 2
7116 - 8382: 2
425 - 9178: 2
1459 - 1460: 2
6195 - 6890: 2
6095 - 9943: 2
4766 - 6441: 2
1458 - 1459: 2
442 - 443: 2
1555 - 1556: 2
2664 - 3905: 2
1445 - 1446: 2
4828 - 4829: 2
1078 - 5350: 2
9311 - 1656: 2
9030 - 7504: 2
5205 - 9908: 2
1937 - 4071: 2
9820 - 6957: 2
5933 - 503: 2
5969 - 7432: 2
5811 - 8759: 2
428 - 429: 2
1523 - 1524: 2
1967 - 1797: 2
4781 - 3056: 2
2213 - 2214: 3
2322 - 2323: 3
8738 - 8739: 3
2669 - 1113: 3
2203 - 2204: 3
1833 - 1834: 3
1635 - 1636: 3
1882 - 1883: 3
1386 - 1387: 3
8369 - 8370: 3
8750 - 8751: 3
9040 - 8423: 3
8227 - 8228: 3
8785 - 8786: 3
8222 - 8223: 3
7742 - 2703: 3
8784 - 8785: 3
9899 - 3435: 3
2328 - 7166: 3
9505 - 801: 3
1283 - 1284: 3
2002 - 2003: 3
8611 - 8612: 3
6582 - 6583: 3
26 - 9693: 3
6347 - 6348: 3
5301 - 8869: 3
6366 - 6367: 3
4790 - 4791: 3
6456 - 6457: 3
4769 - 4770: 3
6562 - 6563: 3
4736 - 4737: 3
6339 - 6340: 3
4682 - 4683: 3
6615 - 6616: 3
4570 - 4571: 3
6739 - 6740: 3
1975 - 6028: 3
3841 - 2387: 3
5502 - 2215: 3
4480 - 4481: 3
4475 - 4476: 3
1932 - 9438: 3
8837 - 5026: 3
5678 - 5679: 3
6013 - 6014: 3
5542 - 5543: 3
5485 - 5486: 3
5427 - 5428: 3
5285 - 5286: 3
7568 - 5714: 3
6129 - 6130: 3
4391 - 4392: 3
6135 - 6136: 3
5147 - 5148: 3
5101 - 5102: 3
297 - 9948: 3
1672 - 4572: 3
4978 - 4979: 3
4956 - 4957: 3
9846 - 7001: 3
4890 - 4891: 3
2890 - 2891: 3
7682 - 7683: 3
3257 - 3258: 3
7245 - 5058: 3
7765 - 7766: 3
7778 - 7779: 3
737 - 2632: 3
3045 - 3046: 3
3022 - 3023: 3
3006 - 3007: 3
3316 - 3317: 3
2877 - 2878: 3
3116 - 3050: 3
6086 - 9136: 3
2761 - 2762: 3
7884 - 7885: 3
5991 - 3754: 3
2404 - 2405: 3
542 - 8696: 3
8111 - 8112: 3
9125 - 3449: 3
4270 - 4271: 3
6931 - 6932: 3
7043 - 7044: 3
7048 - 7049: 3
389 - 5005: 3
4127 - 4128: 3
4044 - 4045: 3
7120 - 7121: 3
7926 - 6163: 3
8120 - 8121: 3
3823 - 3824: 3
4371 - 1611: 3
7361 - 7362: 3
3618 - 3619: 3
3608 - 3609: 3
3542 - 3543: 3
7425 - 7426: 3
7439 - 7440: 3
3406 - 3407: 3
8151 - 7415: 3
849 - 6258: 3
5630 - 9259: 3
482 - 6941: 3
5899 - 4606: 3
6254 - 4612: 3
4915 - 4410: 3
1798 - 2278: 3
6023 - 6113: 3
7366 - 843: 3
251 - 6979: 3
7844 - 5005: 3
8920 - 7128: 3
728 - 9684: 3
8650 - 8698: 3
5586 - 6867: 3
2731 - 2283: 3
2580 - 3967: 3
9542 - 6947: 3
768 - 7821: 3
2834 - 1574: 3
3263 - 3362: 3
8328 - 7764: 3
4831 - 8210: 3
4199 - 7768: 3
901 - 9935: 3
7895 - 4660: 3
3571 - 2096: 3
5861 - 1981: 3
4859 - 6954: 3
8633 - 3703: 3
5365 - 4436: 3
8438 - 7783: 3
3484 - 3466: 3
3920 - 5300: 3
889 - 8132: 3
5402 - 3447: 3
7358 - 2721: 3
2703 - 9002: 3
3084 - 7943: 3
4177 - 5016: 3
103 - 8373: 3
1485 - 1747: 3
2304 - 4729: 3
99 - 1661: 3
4717 - 7910: 3
5724 - 4715: 3
3562 - 6255: 3
2124 - 3985: 3
5626 - 8218: 3
8605 - 717: 3
4303 - 2222: 3
7773 - 5980: 3
9024 - 8982: 3
5615 - 3957: 3
4170 - 2521: 3
9509 - 9635: 3
4082 - 1012: 3
6851 - 5744: 3
6321 - 6004: 3
4573 - 4497: 3
1391 - 6482: 3
9878 - 7291: 3
5378 - 5570: 3
5753 - 5018: 3
2467 - 7692: 3
7610 - 9311: 3
3312 - 206: 3
8932 - 6280: 3
2402 - 8909: 3
6464 - 6176: 3
8419 - 275: 3
5725 - 1630: 3
2123 - 4257: 3
6553 - 5466: 3
5989 - 3400: 3
7940 - 2363: 3
8716 - 468: 3
1187 - 6879: 3
2642 - 7141: 3
5166 - 9104: 3
8568 - 8826: 3
5713 - 1860: 3
6236 - 6833: 3
1798 - 8424: 3
8844 - 2805: 3
6980 - 2194: 3
6967 - 7033: 3
2041 - 2106: 3
2645 - 8972: 3
3595 - 5128: 3
2792 - 5451: 3
8495 - 6630: 3
3242 - 5147: 3
6079 - 588: 3
855 - 1530: 3
7153 - 7349: 3
5837 - 9842: 3
6850 - 4315: 3
6939 - 1204: 3
5011 - 5551: 3
5912 - 4781: 3
1656 - 415: 3
5090 - 6545: 3
2107 - 9003: 3
2772 - 2122: 3
500 - 5706: 3
2808 - 9312: 3
5743 - 4926: 3
3898 - 7542: 3
9775 - 9835: 3
6866 - 390: 3
4310 - 6019: 3
6909 - 7109: 3
8542 - 7439: 3
6764 - 3485: 3
2030 - 395: 3
9867 - 513: 3
764 - 3106: 3
6314 - 9454: 3
7255 - 7639: 3
969 - 2763: 3
2598 - 2791: 3
3807 - 2860: 3
5117 - 3769: 3
5081 - 6106: 3
7093 - 7793: 3
5491 - 4450: 3
4629 - 6771: 3
3851 - 3338: 3
5011 - 6517: 3
8136 - 6948: 3
3545 - 4156: 3
8341 - 8382: 3
724 - 128: 3
2265 - 6438: 3
5620 - 5824: 3
6517 - 2342: 3
2638 - 6137: 3
7028 - 7352: 3
2640 - 2106: 3
4697 - 8931: 3
3114 - 8571: 3
5015 - 4679: 3
409 - 6579: 3
7127 - 704: 3
2113 - 3530: 3
4787 - 2129: 3
4748 - 9897: 3
3889 - 1952: 3
6091 - 6954: 3
2625 - 1515: 3
9094 - 3749: 3
7425 - 5470: 3
2269 - 6513: 3
6245 - 1801: 3
9738 - 8923: 3
6623 - 3587: 3
6186 - 2437: 3
8852 - 6985: 3
8714 - 7863: 3
3981 - 7453: 3
7605 - 4731: 3
8858 - 9103: 3
6392 - 8474: 3
1303 - 3331: 3
3741 - 7105: 3
8958 - 9981: 3
3647 - 7238: 3
6527 - 7708: 3
4111 - 1514: 3
9624 - 9019: 3
1953 - 2452: 3
548 - 7103: 3
5771 - 4881: 3
3684 - 973: 3
3846 - 2177: 3
7223 - 3979: 3
7153 - 2892: 3
1676 - 7214: 3
2862 - 3178: 3
4126 - 5967: 3
2443 - 7999: 3
8987 - 9753: 3
2485 - 9691: 3
5933 - 8966: 3
5757 - 1404: 3
5066 - 3987: 3
2916 - 9041: 3
5570 - 4224: 3
6049 - 9932: 3
1394 - 7737: 3
3474 - 3271: 3
6176 - 3087: 3
7873 - 9799: 3
6298 - 6812: 3
1382 - 1314: 3
4205 - 4688: 3
145 - 8383: 3
2094 - 4928: 3
1256 - 486: 3
4826 - 6360: 3
95 - 9755: 3
2537 - 6729: 3
9941 - 9942: 3
3213 - 7635: 3
9823 - 9824: 3
9816 - 9817: 3
2536 - 6262: 3
9732 - 9733: 3
8462 - 9740: 3
9651 - 9652: 3
9639 - 9640: 3
9928 - 2595: 3
9490 - 9491: 3
2321 - 9800: 3
8997 - 8998: 3
8989 - 8990: 3
6531 - 7701: 3
8874 - 3437: 3
3421 - 1083: 3
6420 - 7400: 3
1447 - 9058: 3
3968 - 8277: 3
8240 - 2802: 3
3589 - 4318: 3
7760 - 9380: 3
252 - 3498: 3
6219 - 8635: 3
6723 - 1145: 3
3161 - 5465: 3
9722 - 4311: 3
594 - 67: 3
3045 - 1369: 3
1674 - 2838: 3
2358 - 7924: 3
8298 - 5578: 3
7316 - 9384: 3
8511 - 666: 3
5338 - 5919: 3
1862 - 7128: 3
2630 - 2869: 3
4162 - 5198: 3
1384 - 5433: 3
388 - 257: 3
9503 - 1288: 3
5724 - 9642: 3
3536 - 3299: 3
298 - 4722: 3
4452 - 9563: 3
331 - 2091: 3
8954 - 3646: 3
3137 - 2479: 3
1342 - 3346: 3
7466 - 7576: 3
4911 - 7135: 3
17 - 6720: 3
6986 - 2090: 3
6743 - 732: 3
4289 - 116: 3
6103 - 3549: 3
1149 - 1685: 3
8030 - 1357: 3
4892 - 8019: 3
7991 - 309: 3
5364 - 2669: 3
2478 - 6859: 3
1900 - 6580: 3
3738 - 4033: 3
11 - 4301: 3
3053 - 8780: 3
5205 - 2983: 3
5668 - 255: 3
7823 - 9407: 3
657 - 7089: 3
2010 - 5356: 3
9785 - 3967: 3
6882 - 8676: 3
4449 - 6496: 3
9369 - 9000: 3
2952 - 1220: 3
4598 - 4025: 3
3363 - 2420: 3
9661 - 8479: 3
9960 - 2920: 3
7330 - 9133: 3
7372 - 8548: 3
1942 - 4441: 3
467 - 3745: 3
8601 - 2402: 3
7725 - 1248: 3
3722 - 4368: 3
9450 - 3516: 3
1782 - 6402: 3
7641 - 4745: 3
6066 - 3718: 3
4409 - 8594: 3
1 - 2: 3
350 - 6748: 3
4105 - 7751: 3
789 - 8819: 3
3247 - 5717: 3
8748 - 4953: 3
5172 - 7071: 3
5524 - 5407: 3
2639 - 486: 3
9027 - 5874: 3
4368 - 2565: 3
4912 - 5274: 3
1151 - 9447: 3
1768 - 5908: 3
2343 - 7230: 3
2225 - 1827: 3
1865 - 5684: 3
1208 - 2809: 3
1970 - 3561: 3
525 - 526: 3
1116 - 1117: 3
206 - 207: 3
1097 - 7276: 3
4930 - 5790: 3
549 - 550: 3
1115 - 1116: 3
270 - 271: 3
2100 - 4103: 3
141 - 142: 3
780 - 5074: 3
126 - 127: 3
5132 - 6945: 3
966 - 967: 3
1061 - 1062: 3
9077 - 3683: 3
408 - 409: 3
396 - 3255: 4
9239 - 9240: 4
9505 - 5115: 4
4591 - 2548: 4
4230 - 4698: 4
217 - 218: 4
2001 - 2002: 4
6363 - 6364: 4
4965 - 5562: 4
9830 - 1817: 4
8393 - 8394: 4
1579 - 1580: 4
3460 - 3461: 4
1213 - 4848: 4
1988 - 8128: 4
5526 - 2658: 4
2633 - 313: 4
3856 - 1004: 4
9601 - 9602: 4
768 - 5489: 4
1312 - 7697: 4
6341 - 6342: 4
